 TRIP_DISTANCE,TEL_TRIPSTART,Trip Start time in mins, TEL_STARTODO, TEL_TRIPEND,Trip End time in mins,Difference of trip times, TEL_ENDODO, TEL_SOC_START, TEL_SOC_END,Percent Lost SOC, TEL_AVG_VELOCITY, AC_ON_DURATION, HEADLAMP_ON_DURATION, CHARGE_START, CHARGE_END, CHARGE_AMOUNT (Wh), FULLCHARGEFLAG, FULLCHARGE_KMSPAN, FULLCHARGE_EFFICIENCY, FULLCHARGE_AMOUNT, VEHICLE_ID, START_BAT_ACTUAL, END_BAT_ACTUAL
5,10:26.0,0010,9123,16:35.0,0016,6,9128,58,53,5,50,0,4.1,00:00.0,00:00.0,8266,1,35,236.171429,8266,19,8,8
4,20:47.1,0020,17481,27:25.1,0027,7,17485,29,25,4,34.29,0,4.6,00:00.0,40:00.0,12606,1,67,188.149254,12606,11,4,3
4,23:49.6,0023,23812,32:35.6,0032,9,23816,70,65,5,26.67,0,4.07,10:00.0,30:00.0,6246,0,,,,17,11,11
2,07:47.6,0007,8894,13:40.6,0013,6,8897,20,18,2,30,0,0,10:00.0,30:00.0,13966,1,74,188.72973,13966,7,2,2
3,36:57.3,0036,11090,47:08.3,0047,11,11093,63,59,4,16.36,3.07,0,40:00.0,00:00.0,6094,1,34,179.235294,6094,8,10,9
11,19:15.7,0019,28509,36:21.8,0036,17,28520,42,26,16,38.82,10.75,0,30:00.0,10:00.0,9638,1,68,141.735294,9638,13,6,3
8,42:39.2,0042,14858,55:55.3,0055,13,14866,33,25,8,36.92,13.27,7.15,40:00.0,20:00.0,12252,1,84,170.297619,14305,8,4,3
64,02:52.7,0002,12704,52:21.7,0052,50,12770,96,13,83,79.2,8.68,46.43,54:00.0,43:00.0,13747,1,67,205.179104,13747,6,16,-1
5,37:47.8,0037,10626,44:58.8,0044,7,10631,82,74,8,42.86,7.18,5.93,40:00.0,30:00.0,4376,1,14,312.571429,4376,7,14,12
4,42:03.6,0042,23816,52:16.6,0052,10,23820,67,60,7,24,0,10.22,50:00.0,30:00.0,7086,1,79,168.759494,13332,17,11,9
33,00:04.1,0000,11594,39:58.2,0039,39,11628,67,31,36,52.31,39.9,0,40:00.0,00:00.0,11020,1,65,169.538462,11020,8,11,-1
27,17:38.1,0017,18130,54:33.2,0054,37,18156,43,24,19,42.16,8.2,32.87,50:00.0,30:00.0,12041,1,96,143.510417,13777,19,6,3
24,22:59.0,0022,24594,52:43.0,0052,30,24619,71,49,22,50,0,27.72,10:00.0,20:00.0,8267,1,50,165.34,8267,17,12,-1
14,05:50.1,0005,25248,25:16.2,0025,20,25263,43,29,14,45,0,19.43,20:00.0,50:00.0,12005,1,86,139.593023,12005,6,6,-1
6,19:30.8,0019,25516,28:56.8,0028,9,25522,90,85,5,40,0,9.43,20:00.0,50:00.0,2834,1,12,236.166667,2834,13,15,14
18,08:37.3,0008,9197,35:42.3,0035,27,9215,66,44,22,40,14.78,27.08,30:00.0,00:00.0,9122,1,47,194.085106,9122,7,9,6
37,41:56.1,0041,17485,53:51.2,0053,12,17524,97,56,41,32.5,0,71.92,56:00.0,25:00.0,7009,1,39,179.717949,7009,11,16,9
9,29:51.7,0029,13331,53:31.8,0053,24,13340,76,61,15,22.5,0,0,55:00.0,03:00.0,6186,1,82,197.390244,16186,10,13,10
11,38:56.3,0038,5219,55:23.3,0055,17,5231,84,74,10,42.35,0,0,57:00.0,17:00.0,3604,1,25,144.16,3604,9,13,-1
14,20:56.8,0020,7683,54:08.8,0054,34,7700,84,65,19,30,26.07,3.05,00:00.0,10:00.0,6078,1,34,178.764706,6078,12,14,10
82,11:55.8,0011,13340,31:05.9,0031,20,13423,102,16,86,62.25,0,40.52,30:00.0,00:00.0,12553,1,83,151.240964,12553,10,16,1
4,22:18.5,0022,16592,44:23.5,0044,22,16596,19,14,5,10.91,0,19.53,00:00.0,20:00.0,14555,1,91,159.945055,14555,13,2,1
5,30:11.6,0030,12209,37:18.6,0037,7,12214,68,59,9,42.86,2.05,7.12,30:00.0,50:00.0,6031,1,31,194.548387,6031,7,11,9
39,09:53.8,0009,29515,51:00.8,0051,42,29554,101,62,39,55.71,0,40.12,00:00.0,50:00.0,14912,0,,,,6,16,-1
3,02:58.6,0002,18447,15:46.6,0015,13,18451,62,59,3,18.46,12.8,2.05,16:00.0,26:00.0,5956,1,37,160.972973,5956,5,9,9
4,35:59.4,0035,18906,55:28.4,0055,20,18910,96,89,7,12,14.42,18.38,56:00.0,53:00.0,1945,1,4,486.25,1945,18,16,15
6,07:27.3,0007,12843,23:58.3,0023,16,12849,77,67,10,22.5,0,0,20:00.0,40:00.0,3552,0,,,,7,13,11
11,20:59.9,0021,11391,55:31.0,0055,34,11402,74,56,18,18.86,0,0,56:00.0,18:00.0,6670,1,30,222.333333,6670,14,12,9
9,29:46.6,0029,11490,52:25.6,0052,23,11499,25,16,9,23.48,0,0,54:00.0,59:00.0,13874,1,82,169.195122,13874,10,3,-1
26,20:55.1,0020,4212,46:14.1,0046,26,4239,76,48,28,62.31,25.32,0,47:00.0,36:00.0,7968,1,55,144.872727,7968,9,12,7
22,18:48.0,0018,11402,45:50.1,0045,27,11425,100,75,25,15.86,0,0,50:00.0,29:00.0,4397,1,23,191.173913,4397,14,16,13
4,17:59.2,0017,10122,26:52.2,0026,9,10126,44,37,7,26.67,5.8,0,20:00.0,40:00.0,10563,1,56,188.625,10563,6,6,5
3,37:01.4,0037,6228,45:49.4,0045,8,6231,89,87,2,22.5,8.8,6.25,50:00.0,00:00.0,466,0,,,,22,15,15
12,35:40.5,0035,8531,57:04.6,0057,22,8544,84,72,12,35.45,9.25,0,40:00.0,20:00.0,4399,1,26,169.192308,4399,24,14,12
13,37:11.0,0037,15554,54:34.0,0054,17,15568,58,40,18,49.41,1.5,14.83,00:00.0,30:00.0,9324,1,52,179.307692,9324,11,9,5
4,50:54.9,0050,7311,57:34.9,0057,7,7316,52,46,6,42.86,3.58,4.1,50:00.0,20:00.0,9151,1,47,194.702128,9151,19,8,-1
13,40:10.3,0040,17561,58:08.3,0058,18,17575,60,41,19,46.67,0,16.82,00:00.0,30:00.0,9216,1,51,180.705882,9216,11,9,6
11,10:22.1,0010,9157,39:05.2,0039,29,9168,61,48,13,22.76,0,26.67,00:00.0,10:00.0,8229,1,40,205.725,8229,19,10,7
38,46:29.3,0046,17575,49:07.4,0049,3,17614,96,58,38,37.14,0,61.12,51:00.0,16:00.0,6735,1,39,172.692308,6735,11,16,9
9,16:22.0,0016,13496,38:57.0,0038,22,13505,36,26,10,24.55,3.05,0,40:00.0,05:00.0,12467,1,82,152.036585,12467,10,5,-1
5,36:18.6,0036,17628,49:57.6,0049,13,17633,32,25,7,23.08,13.65,0,53:00.0,25:00.0,12494,1,66,189.30303,12494,5,4,-1
5,32:19.9,0032,27935,45:23.0,0045,13,27940,75,66,9,23.08,0,0,10:00.0,10:00.0,4913,1,18,272.944444,4913,17,12,-1
4,02:12.2,0002,17902,15:25.3,0015,13,17906,65,61,4,18.46,13.22,4.2,15:00.0,21:00.0,5818,1,36,161.611111,5818,5,10,10
2,26:45.1,0026,11470,43:03.1,0043,17,11474,18,15,3,14.12,0,0,43:00.0,08:00.0,14808,1,88,174.659091,15370,20,1,-1
6,39:15.3,0039,18175,53:25.3,0053,14,18181,85,79,6,25.71,1.87,0,50:00.0,20:00.0,3861,1,16,241.3125,3861,19,14,13
7,38:52.3,0038,18181,52:58.3,0052,14,18188,102,94,8,30,14.1,0,50:00.0,50:00.0,2036,1,7,290.857143,2036,19,16,16
16,19:24.2,0019,24664,59:41.2,0059,40,24691,65,39,26,40.5,40.28,0,00:00.0,00:00.0,5676,0,,,,17,9,-1
3,33:25.0,0033,25567,51:15.0,0051,18,25573,60,53,7,20,16.73,0,50:00.0,10:00.0,6554,1,51,136.921569,6983,13,9,8
3,00:18.5,0000,30428,06:27.5,0006,6,30431,63,56,7,30,0,6.15,00:00.0,40:00.0,7126,1,52,204.192308,10618,13,11,9
10,03:48.6,0003,32410,20:12.7,0020,17,32420,24,13,11,35.29,0,12.32,20:00.0,20:00.0,13935,1,113,142.522124,16105,17,3,1
12,01:41.4,0001,12888,20:09.5,0020,19,12901,56,41,15,41.05,0,16.4,20:00.0,20:00.0,8054,1,82,141.536585,11606,7,8,6
14,19:18.9,0019,32474,45:54.9,0045,26,32489,38,23,15,34.62,0,0,40:00.0,50:00.0,5542,0,,,,17,5,3
59,31:24.9,0031,12900,45:10.0,0045,14,12965,89,20,69,52.7,0,0,40:00.0,50:00.0,12528,1,73,171.616438,12528,6,14,2
38,08:59.4,0008,17614,13:29.5,0013,5,17654,98,49,49,36.92,0,60.45,00:00.0,00:00.0,7929,1,40,198.225,7929,11,16,7
16,22:23.1,0022,13571,42:19.1,0042,20,13588,30,11,19,51,0,17.88,20:00.0,40:00.0,14474,1,83,174.385542,14474,10,4,0
3,06:52.5,0006,16348,16:33.6,0016,10,16351,82,75,7,18,0,9.68,50:00.0,10:00.0,3379,1,14,241.357143,3379,8,14,12
14,20:14.0,0020,31586,40:07.1,0040,20,31600,39,23,16,42,0,15.82,20:00.0,50:00.0,12289,1,96,128.010417,12289,17,5,3
2,35:22.2,0035,12474,42:14.3,0042,7,12477,74,70,4,25.71,0,3.82,20:00.0,00:00.0,4327,1,17,254.529412,4327,7,12,11
1,51:15.1,0051,14406,56:12.2,0056,5,14407,55,53,2,12,4.95,0,00:00.0,41:00.0,7183,1,44,163.25,7183,23,8,8
3,17:26.8,0017,27623,48:18.9,0048,31,27631,34,28,6,15.48,0,0,10:00.0,30:00.0,11473,1,78,147.089744,11473,17,4,3
14,05:55.3,0005,10539,26:30.4,0026,21,10554,71,52,19,42.86,0,20.58,10:00.0,10:00.0,7413,1,35,211.8,7413,7,12,-1
8,31:49.9,0031,18907,59:36.9,0059,28,18924,99,82,17,36.43,15.45,25.45,40:00.0,10:00.0,3306,1,17,194.470588,3306,19,16,14
5,18:16.2,0018,10874,36:03.3,0036,18,10879,75,65,10,16.67,17.78,0,10:00.0,10:00.0,5120,1,25,204.8,5120,7,12,10
8,24:52.7,0024,14100,43:03.7,0043,19,14108,47,38,9,25.26,18.18,0,40:00.0,30:00.0,2118,0,,,,8,7,5
12,24:26.5,0024,27775,47:54.6,0047,23,27787,49,35,14,31.3,0,0,30:00.0,40:00.0,11085,1,68,163.014706,11085,13,7,5
3,05:10.0,0005,32493,15:14.0,0015,10,32496,67,61,6,18,0,0,20:00.0,00:00.0,6965,1,76,164.565789,12507,17,11,10
9,06:41.8,0006,16910,23:35.8,0023,17,16919,56,45,11,31.76,16.9,16.9,40:00.0,40:00.0,10530,1,41,256.829268,10530,8,8,6
9,25:30.0,0025,15093,42:42.0,0042,17,15103,28,20,8,35.29,0,0,10:00.0,00:00.0,10077,0,,,,13,2,-1
2,44:58.2,0044,3938,51:54.2,0051,7,3940,92,89,3,17.14,0,0,10:00.0,30:00.0,2253,1,2,1126.5,2253,8,16,-1
7,04:24.6,0004,4799,17:45.6,0017,13,4806,55,46,9,32.31,0,11.95,10:00.0,40:00.0,9020,1,39,231.282051,9020,8,8,7
27,35:56.0,0035,7736,36:59.0,0036,1,7764,70,41,29,27.54,0,0,00:00.0,30:00.0,10197,1,64,159.328125,10197,12,11,6
14,23:46.6,0023,17675,44:16.6,0044,21,17690,69,50,19,42.86,0,17.97,00:00.0,00:00.0,7688,1,36,213.555556,7688,11,12,7
3,10:22.3,0010,28629,31:56.4,0031,21,28635,33,24,9,17.14,0,21.57,10:00.0,50:00.0,12422,1,88,141.159091,12422,17,4,3
8,40:21.4,0040,14653,54:09.4,0054,14,14661,26,20,6,34.29,0,13.8,40:00.0,40:00.0,13210,1,82,161.097561,13210,8,3,2
14,04:53.4,0004,25919,24:46.4,0024,20,25934,44,29,15,45,19.88,0,20:00.0,20:00.0,2452,0,,,,6,6,4
15,26:12.5,0026,25949,47:48.5,0047,21,25964,32,20,12,42.86,0,0,40:00.0,40:00.0,13270,1,107,146.934579,15722,6,4,2
40,29:56.3,0029,12427,31:15.4,0031,2,12468,98,64,34,39.68,0,0,30:00.0,10:00.0,1788,0,,,,10,16,-1
38,11:31.4,0011,16460,56:42.4,0056,45,16498,97,59,38,50.67,0,42.13,58:00.0,15:00.0,6406,1,38,168.578947,6406,11,16,-1
5,08:50.6,0008,2983,33:56.7,0033,25,2989,71,64,7,14.4,0,0,36:00.0,18:00.0,6123,1,37,165.486486,6123,21,12,10
2,28:27.1,0028,13034,32:55.1,0032,4,13036,95,93,2,30,0,0,30:00.0,30:00.0,1626,1,2,813,1626,6,16,16
7,02:57.7,0002,17704,25:51.7,0025,23,17713,75,66,9,23.48,0,0,20:00.0,40:00.0,444,0,,,,11,12,11
1,50:32.3,0050,7420,57:12.3,0057,7,7421,15,12,3,8.57,3.15,4.7,20:00.0,00:00.0,14969,1,101,148.207921,14969,12,1,1
10,10:23.7,0010,12580,23:37.7,0023,13,12590,52,42,10,46.15,1.52,11.72,20:00.0,00:00.0,9888,1,58,342.896552,19888,10,8,6
40,04:12.3,0004,16051,10:10.4,0010,6,16092,97,55,42,37.27,1.52,0,11:00.0,51:00.0,7320,1,41,178.536585,7320,11,16,8
11,17:50.5,0017,11817,35:41.6,0035,18,11829,89,78,11,40,0,0,36:00.0,07:00.0,4034,1,22,183.363636,4034,14,14,13
9,04:16.8,0004,12662,20:44.8,0020,16,12672,80,71,9,37.5,0,0,22:00.0,01:00.0,4619,1,82,56.329268,4619,10,14,-1
3,02:47.4,0002,8608,11:47.4,0011,9,8611,23,20,3,20,0,4.38,10:00.0,30:00.0,13786,1,72,191.472222,13786,19,3,2
39,26:43.3,0026,16795,41:45.5,0041,15,16835,101,53,48,32,0,7.68,44:00.0,17:00.0,7064,1,40,176.6,7064,11,16,8
44,10:17.6,0010,15374,52:10.6,0052,42,15419,96,38,58,64.29,11.7,0,53:00.0,24:00.0,9722,1,45,216.044444,9722,17,16,5
10,16:08.0,0016,15722,29:52.1,0029,13,15732,102,84,18,46.15,0,0,56:00.0,03:00.0,341,0,,,,10,16,14
19,05:58.1,0005,15760,25:48.1,0025,20,15778,56,36,20,54,0,0,28:00.0,56:00.0,9927,1,56,183.357143,10268,10,9,5
8,17:58.6,0017,8315,40:01.6,0040,23,8322,26,19,7,18.26,0,13.38,10:00.0,30:00.0,14206,1,52,273.192308,14206,22,3,-1
3,01:32.5,0001,9572,15:59.6,0016,15,9576,30,25,5,17.14,0,14.45,19:00.0,46:00.0,12440,1,71,175.211268,12440,23,4,3
5,19:19.8,0019,13785,28:30.8,0028,9,13789,36,30,6,26.67,0,6.15,00:00.0,30:00.0,11995,1,65,184.538462,11995,19,5,4
5,32:28.8,0032,5494,45:43.8,0045,13,5500,32,23,9,27.69,0,13.25,30:00.0,30:00.0,13121,1,75,174.946667,13121,7,5,-1
9,02:48.7,0002,15477,15:33.7,0015,13,15485,39,32,7,36.92,0,8.7,00:00.0,10:00.0,10623,1,64,165.984375,10623,17,5,4
2,26:58.2,0026,14670,36:55.3,0036,10,14673,74,71,3,18,9.95,9.95,00:00.0,10:00.0,5792,1,24,241.333333,5792,24,12,11
14,28:07.2,0028,14547,44:24.2,0044,16,14561,38,19,19,52.5,0,0,30:00.0,30:00.0,12887,1,75,171.826667,12887,20,5,-1
7,05:23.3,0005,7378,28:54.3,0028,23,7386,86,78,8,20.87,19.37,0,42:00.0,57:00.0,3252,1,12,271,3252,9,15,14
2,38:23.9,0038,17064,45:22.9,0045,7,17066,54,52,2,17.14,0,5.07,00:00.0,10:00.0,7993,1,47,170.06383,7993,17,8,-1
14,03:42.4,0003,9515,17:59.4,0017,14,9529,35,21,14,60,0,13.27,00:00.0,18:00.0,24928,1,78,319.589744,24928,20,5,2
11,40:26.8,0040,20585,57:26.8,0057,17,20596,66,55,11,38.82,0,13.72,50:00.0,50:00.0,7903,1,49,161.285714,7903,13,9,8
40,34:56.7,0034,22199,42:36.8,0042,8,22239,101,51,50,35.29,0,0,50:00.0,50:00.0,7293,1,40,182.325,7293,11,16,8
56,05:38.4,0005,16707,53:56.4,0053,48,16763,102,33,69,70,1.53,46.35,59:00.0,40:00.0,10527,1,56,187.982143,10527,6,16,4
3,11:37.8,0011,3704,19:48.9,0019,8,3710,72,64,8,45,0,0,52:00.0,03:00.0,6984,1,12,582,6984,21,13,-1
9,35:54.6,0035,6304,52:27.6,0052,17,6314,78,66,12,35.29,4.07,0,56:00.0,51:00.0,5471,1,84,65.130952,5471,20,13,11
4,47:51.2,0047,6463,55:29.2,0055,8,6467,71,68,3,30,0,0,59:00.0,32:00.0,5004,1,34,147.176471,5004,9,12,11
63,01:04.5,0001,17353,50:05.6,0050,49,17416,102,15,87,77.14,0,42.35,40:00.0,00:00.0,13230,1,63,210,13230,6,16,1
10,01:26.0,0001,28831,28:29.1,0028,27,28842,57,48,9,24.44,2.02,0,10:00.0,10:00.0,2094,0,,,,13,9,-1
14,07:26.3,0007,29998,39:50.4,0039,32,30013,58,43,15,28.13,20.07,0,00:00.0,20:00.0,8884,1,48,185.083333,8884,6,9,6
8,11:42.7,0011,11410,24:51.7,0024,13,11417,35,22,13,32.31,13.15,0,10:00.0,10:00.0,13004,1,36,361.222222,13004,7,5,2
11,21:43.1,0021,28842,37:00.1,0037,16,28853,48,34,14,41.25,11.18,0,30:00.0,10:00.0,9833,1,67,178.014925,11927,13,7,4
4,15:40.8,0015,29825,25:48.8,0025,10,29828,43,36,7,18,0,6.1,10:00.0,20:00.0,10721,1,79,135.708861,10721,17,6,5
18,18:21.0,0018,20050,48:07.0,0048,30,20068,52,33,19,36,29.77,0,00:00.0,50:00.0,9658,1,78,163.435897,12748,19,8,4
3,29:15.3,0029,16571,39:28.3,0039,10,16575,26,23,3,24,10.22,0,50:00.0,40:00.0,12615,1,72,175.208333,12615,8,3,3
14,23:44.2,0023,13549,40:35.2,0040,17,13563,38,19,19,49.41,0,16.85,00:00.0,50:00.0,12819,1,75,170.92,12819,20,5,-1
4,38:56.8,0038,30117,51:40.8,0051,13,30122,49,42,7,23.08,0,12.73,00:00.0,40:00.0,9777,1,54,181.055556,9777,13,7,-1
17,02:57.4,0002,16367,52:23.5,0052,50,16423,102,32,70,67.2,7.22,46,55:00.0,54:00.0,11214,1,56,200.25,11214,6,8,4
20,01:36.9,0001,8701,32:04.0,0032,31,8722,77,56,21,40.65,4.22,26.88,03:00.0,19:00.0,6275,1,41,153.04878,6275,23,13,9
25,41:52.0,0041,20138,46:15.1,0046,5,20177,100,54,46,36,0,0,50:00.0,15:00.0,6523,1,39,167.25641,6523,11,16,8
1,05:45.7,0005,15756,11:54.7,0011,6,15757,102,95,7,10,0,0,12:00.0,37:00.0,983,1,1,983,983,6,16,16
6,17:48.6,0017,11195,32:42.6,0032,15,11201,21,17,4,24,0,13.38,00:00.0,30:00.0,14479,1,75,193.053333,14479,19,2,1
3,49:20.9,0049,15367,59:01.0,0059,10,15370,31,28,3,18,9.67,0,40:00.0,10:00.0,11816,1,70,168.8,11816,8,4,3
2,20:32.1,0020,29911,30:32.1,0030,10,29914,36,30,6,18,0,4.97,10:00.0,40:00.0,11667,1,86,135.662791,11667,17,5,-1
4,20:52.9,0020,31854,51:45.9,0051,31,31866,26,14,12,23.23,0,0,50:00.0,50:00.0,5472,0,,,,17,2,-1
4,06:44.9,0006,18852,20:45.0,0020,14,18856,60,56,4,17.14,14,7.18,21:00.0,49:00.0,6730,1,82,151.585366,12430,5,9,9
14,38:49.7,0038,5691,55:12.7,0055,17,5705,24,7,17,49.41,5.63,0,07:00.0,00:00.0,24333,1,170,143.135294,24333,20,3,0
6,10:01.9,0010,12099,23:31.9,0023,13,12105,77,70,7,27.69,0,4.75,10:00.0,10:00.0,2212,0,,,,19,16,11
6,38:45.3,0038,18138,57:31.3,0057,19,18145,51,45,6,22.11,0,0,00:00.0,20:00.0,8562,1,54,158.555556,8562,13,8,7
38,04:15.1,0004,20177,57:50.2,0057,53,20216,102,51,51,44.15,0,49.53,50:00.0,50:00.0,7614,1,39,195.230769,7614,11,16,8
45,05:54.3,0005,13218,54:32.4,0054,49,13264,96,45,51,56.33,0,38.48,00:00.0,30:00.0,8711,1,46,189.369565,8711,17,16,6
14,35:44.3,0035,16186,59:17.3,0059,24,16201,89,72,17,37.5,0,20.43,03:00.0,09:00.0,5275,1,28,188.392857,5275,16,15,12
3,04:10.3,0004,3831,10:29.4,0010,6,3834,19,15,4,30,6.32,4.78,14:00.0,41:00.0,14866,1,55,270.290909,14866,21,2,1
38,17:52.6,0017,20732,26:34.6,0026,9,20771,98,53,45,33.91,0,0,59:00.0,24:00.0,6915,1,39,177.307692,6915,11,16,-1
9,43:13.9,0043,6469,59:41.0,0059,16,6478,69,57,12,33.75,0,0,03:00.0,26:00.0,6855,1,84,81.607143,6855,20,11,-1
5,40:21.6,0040,6513,48:03.6,0048,8,6518,93,89,4,37.5,0,0,52:00.0,09:00.0,2014,1,5,402.8,2014,9,16,15
21,07:52.4,0007,14386,45:51.4,0045,38,14406,46,27,19,31.58,0,0,49:00.0,56:00.0,468,0,,,,14,7,3
16,04:19.6,0004,15379,19:20.6,0019,15,15395,48,33,15,64,0,0,20:00.0,40:00.0,10810,1,86,145.22093,12489,10,7,4
11,18:51.5,0018,14419,37:51.5,0037,19,14431,21,17,4,37.89,0,0,42:00.0,52:00.0,9165,0,,,,14,2,-1
10,37:24.8,0037,15772,53:43.8,0053,16,15783,84,73,11,41.25,0,14.43,57:00.0,24:00.0,4025,1,14,287.5,4025,6,14,12
18,29:54.2,0029,20589,58:27.2,0058,29,20607,77,57,20,37.24,0,0,01:00.0,41:00.0,7448,1,40,186.2,7448,11,13,9
11,16:28.8,0016,6652,37:05.8,0037,21,6664,81,67,14,34.29,0,14.53,50:00.0,50:00.0,4970,1,25,198.8,4970,8,14,11
2,50:37.8,0050,13772,56:53.8,0056,6,13774,44,41,3,20,6.27,4.08,00:00.0,50:00.0,9579,1,49,195.489796,9579,17,6,5
1,54:42.6,0054,8831,58:47.6,0058,4,8832,41,39,2,15,3.07,3.07,45:00.0,26:00.0,9763,0,,,,23,6,6
4,02:55.3,0002,20643,10:09.3,0010,8,20647,52,47,5,30,0,6.03,50:00.0,00:00.0,8203,1,40,205.075,8203,11,8,7
9,19:13.0,0019,7050,37:09.0,0037,18,7059,79,66,13,30,0,0,41:00.0,20:00.0,4735,1,83,57.048193,4735,20,13,-1
8,27:40.4,0027,19482,40:57.4,0040,13,19490,32,23,9,36.92,13.28,0,40:00.0,40:00.0,12896,1,76,169.684211,12896,19,5,3
5,29:23.1,0029,11471,42:37.1,0042,13,11477,90,81,9,27.69,13.23,0,10:00.0,30:00.0,2880,1,11,261.818182,2880,7,15,14
10,01:38.1,0001,12605,17:57.1,0017,16,12615,27,17,10,37.5,0,16.32,50:00.0,40:00.0,13142,1,78,168.487179,13142,20,3,1
5,24:28.8,0024,28949,34:56.8,0034,10,28953,52,46,6,24,0,10.47,30:00.0,00:00.0,8896,1,55,161.745455,8896,13,8,7
2,31:20.2,0031,15455,38:11.2,0038,7,15457,24,23,1,17.14,0,6.85,40:00.0,30:00.0,12629,1,87,162.183908,14110,8,3,3
5,31:41.3,0031,29987,41:39.4,0041,10,29992,45,38,7,30,0,5.9,10:00.0,10:00.0,10527,1,78,134.961538,10527,17,6,5
12,56:15.2,0056,30735,59:26.3,0059,3,30774,61,19,42,37.14,60.15,0,00:00.0,00:00.0,13467,1,79,170.468354,13467,6,5,2
7,43:59.3,0043,19826,56:45.3,0056,13,19833,23,15,8,32.31,0,0,40:00.0,40:00.0,12804,1,74,173.027027,12804,19,3,-1
3,26:28.4,0026,16035,47:18.5,0047,21,16039,26,21,5,11.43,20.83,0,40:00.0,40:00.0,13023,1,89,167.05618,14868,8,3,2
9,38:04.5,0038,30884,58:24.5,0058,20,30893,26,15,11,27,0,0,10:00.0,20:00.0,13859,1,90,153.988889,13859,17,3,1
24,18:30.9,0018,18953,21:05.0,0021,3,18978,75,46,29,23.81,62.57,62.57,20:00.0,18:00.0,8694,1,49,177.428571,8694,5,12,7
46,07:02.3,0007,13688,46:21.4,0046,39,13736,95,44,51,29.09,17.87,36.3,50:00.0,10:00.0,9869,1,48,205.604167,9869,24,16,6
12,08:50.0,0008,6705,23:40.0,0023,15,6717,83,69,14,48,0,13.32,10:00.0,10:00.0,4806,1,26,184.846154,4806,8,14,11
1,03:49.0,0003,8916,10:45.0,0010,7,8918,53,52,1,17.14,0,0,11:00.0,08:00.0,8155,1,43,189.651163,8155,23,8,8
5,17:49.2,0017,12534,25:25.2,0025,8,12539,87,81,6,37.5,7.6,6.08,00:00.0,30:00.0,3206,1,10,320.6,3206,19,15,14
3,05:58.5,0005,12927,16:12.5,0016,11,12930,53,49,4,16.36,0,0,20:00.0,10:00.0,2084,0,,,,19,8,7
5,14:46.6,0014,12936,22:58.6,0022,8,12941,42,36,6,37.5,0,6.17,10:00.0,20:00.0,10821,1,74,174.391892,12905,19,6,5
39,13:16.8,0013,21913,17:54.9,0017,4,21952,97,50,47,36.56,0,0,20:00.0,13:00.0,7948,1,39,203.794872,7948,11,16,7
12,20:57.7,0020,16767,55:05.7,0055,35,16779,42,32,10,20.57,0,0,55:00.0,11:00.0,11474,1,93,156.451613,14550,16,6,4
26,25:13.2,0025,15805,57:28.3,0057,32,15831,69,45,24,48.75,8.8,0,33:00.0,33:00.0,8499,1,53,160.358491,8499,10,11,6
39,40:09.9,0040,21952,46:31.9,0046,6,21991,96,49,47,35.45,0,66.37,50:00.0,50:00.0,7575,1,39,194.230769,7575,11,16,7
5,25:16.0,0025,13855,34:55.0,0034,9,13860,36,29,7,33.33,0,6.58,00:00.0,40:00.0,12307,1,65,189.338462,12307,19,5,4
9,14:43.7,0014,8345,43:44.7,0043,29,8354,71,53,18,18.62,29.02,29.02,10:00.0,10:00.0,7722,1,32,241.3125,7722,22,11,8
38,37:58.8,0037,22239,50:37.9,0050,13,22279,102,56,46,32.88,0,0,50:00.0,11:00.0,7720,1,40,193,7720,11,16,-1
14,19:20.5,0019,16904,48:42.6,0048,29,16919,68,52,16,31.03,0,0,17:00.0,39:00.0,3351,1,47,71.297872,3351,16,11,8
39,46:18.7,0046,20811,46:17.8,0046,0,20850,96,51,45,39,0,0,50:00.0,34:00.0,7745,1,39,198.589744,7745,11,16,8
14,34:19.4,0034,16214,58:29.4,0058,24,16228,89,72,17,35,0,0,03:00.0,54:00.0,4907,1,27,181.740741,4907,16,15,12
14,05:33.3,0005,4241,20:22.4,0020,15,4256,28,12,16,60,0,14.82,30:00.0,50:00.0,14359,1,81,177.271605,14359,20,3,0
2,31:09.5,0031,7812,37:56.5,0037,6,7814,68,63,5,20,6.78,6.78,10:00.0,30:00.0,7189,1,16,449.3125,7189,22,11,10
8,28:27.1,0028,5225,44:54.1,0044,16,5233,73,65,8,30,0,0,48:00.0,41:00.0,5405,1,82,65.914634,5405,20,12,10
11,35:55.6,0035,6328,56:57.6,0056,21,6339,82,74,8,31.43,0,0,02:00.0,29:00.0,3939,1,27,145.888889,3939,9,14,-1
38,14:52.6,0014,20021,22:19.7,0022,8,20060,98,50,48,34.41,0,64.47,50:00.0,50:00.0,7585,1,39,194.487179,7585,11,16,-1
2,40:23.5,0040,12999,46:40.5,0046,6,13001,53,51,2,20,0,4.25,00:00.0,10:00.0,7975,1,47,169.680851,7975,17,8,8
12,01:25.4,0001,6171,17:08.4,0017,16,6183,60,49,11,45,0,13.17,10:00.0,10:00.0,7850,1,48,163.541667,7850,8,9,7
85,34:20.1,0034,5233,46:23.2,0046,12,5320,103,6,97,72.5,0,70.58,20:00.0,55:00.0,21017,1,87,241.574713,21017,20,16,-1
